Num,UserId,Subject IDs,Subject Name,Time,Duration,Source,Source Details,IP,NodeId,Node,Env_Q1,Env_Q2_item1,Env_Q2_item2,Env_Q2_item3,Env_Q2_item4,Env_Q3,Env_Q4,Env_Q5,Env_Q6,Env_Q7,Env_Q8,Env_Q9,Env_Q10,Env_Q11,NodeId,Node,Env_Q1,Env_Q2,Env_Q3,Env_Q4,Env_Q5,
序号,用户ID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,节点id,节点名称,1、您是否参加过类似的实验？词汇评估？图形匹配？问卷调查？,2、您参与过类似的哪种实验？,2、您参与过类似的哪种实验？,2、您参与过类似的哪种实验？,2、您参与过类似的哪种实验？,3、距离您上次参加此类测试的时间间隔为：,4、您在进行实验的过程中，实验是否正常进行？,5、您在按键行为实验的全程，是否全屏进行？,6、请你描述在什么时候退出了全屏？,7、请您描述一下具体什么问题，以及发生问题的实验阶段？,8、您在进行实验的过程中，是否受到干扰？,9、请您描述一下具体受到什么干扰，以及干扰发生的时间点？,10、对此实验的建议和意见,11、您认为该实验的目的是什么？,节点id,节点名称,1、您当前是否处于一个安静的环境？,2、您当前设备的网络环境是否稳定？,3、您是否已经退出电脑上登陆的所有可能弹窗的相关软件 ？,4、您的手机是否也保持熄屏状态，或者不在视线范围内 ？,5、您是否平放电脑，并且保持身体挺直？,
1,	633774693194661888,	799713741162942466,	果子tian,	2024-01-16 20:07:07,1小时10分13秒,WEB,直接访问,36.133.204.164,	799703365369204740,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,-999,A.我没有受到任何干扰,-999,无	,研究人对他人的看法对自身有什么影响	,	799703366157733890,测试环境-1,是,是,是,是,是,
2,	766385413542907906,	799717696752324609,	用户37907,	2024-01-16 20:28:41,1小时15分29秒,WEB,直接访问,116.253.130.153,	799703365369204740,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,-999,A.我没有受到任何干扰,-999,-999,了解人们对图形与文字结合一起时候的头脑反应能力	,	799703366157733890,测试环境-1,是,是,是,是,是,
3,	789936991620964354,	799718358563037185,	用户42040,	2024-01-16 20:25:20,1小时10分6秒,WEB,直接访问,27.201.51.80,	799703365369204740,问题反馈,是,词汇评估（评估—再认）,-888,类似的问卷调查,-888,B.半个月内,A.一切正常,是,-999,-999,A.我没有受到任何干扰,-999,无	,对个人品质与朋友品质的感知	,	799703366157733890,测试环境-1,是,是,是,是,是,
4,	796472353797316610,	799718420244471809,	上上签,	2024-01-16 20:16:25,1小时55秒,WEB,直接访问,183.230.199.80,	799703365369204740,问题反馈,是,-888,图形匹配（图形—人称词标签）,-888,-888,A.一周内,A.一切正常,是,-999,-999,A.我没有受到任何干扰,-999,-999,测试人的反应力	,	799703366157733890,测试环境-1,是,是,是,是,是,
5,	797915991576289281,	799738529180815361,	用户43304,	2024-01-16 21:44:36,1小时5分42秒,WEB,直接访问,121.21.32.119,	799703365369204740,问题反馈,是,-888,-888,类似的问卷调查,-888,A.一周内,A.一切正常,是,-999,-999,A.我没有受到任何干扰,-999,无	,判断人的记忆力及反应速度	,	799703366157733890,测试环境-1,是,是,是,是,是,
6,	778036466176757761,	799739616923099137,	1994,	2024-01-16 21:55:59,1小时16分15秒,WEB,直接访问,183.250.30.86,	799703365369204740,问题反馈,是,词汇评估（评估—再认）,-888,-888,-888,D.三个月内,A.一切正常,是,-999,-999,A.我没有受到任何干扰,-999,无	,不确定	,	799703366157733890,测试环境-1,是,是,是,是,是,
7,	633791803677474816,	799739631372476417,	YY熊,	2024-01-16 22:09:06,1小时29分20秒,WEB,直接访问,116.147.3.113,	799703365369204740,问题反馈,否,-888,-888,-888,从无,G.从无,B.测试出现问题（例如报错、闪退、刺激显示不全）,是,-999,做完实验以后提交数据显示上传失败再次上传就变成问卷了，不知道有没有数据。如果没有的话，麻烦联系微信号：CAIYUEMEILE，谢谢	,A.我没有受到任何干扰,-999,词类记忆过快，还有几何记忆部分	,记忆力的测试	,	799703366157733890,测试环境-1,是,是,是,是,是,
8,	682985829311709184,	799742589116092418,	布罗代尔,	2024-01-16 22:01:11,1小时9分16秒,WEB,直接访问,117.136.12.160,	799703365369204740,问题反馈,是,词汇评估（评估—再认）,-888,-888,-888,E.半年内,A.一切正常,是,-999,-999,A.我没有受到任何干扰,-999,有时按键反应不准确，按正常速度按键的话，它竟然给我显示“太快”或者“太慢”。	,测试反应速度和学习新事物的能力。	,	799703366157733890,测试环境-1,是,是,是,是,是,
9,	790355489568464897,	799754908566953985,	不许熬夜,	2024-01-16 22:54:03,1小时13分35秒,WEB,直接访问,39.144.38.237,	799703365369204740,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,-999,A.我没有受到任何干扰,-999,无	,测试一个人的反应速度以及快速记忆力	,	799703366157733890,测试环境-1,是,是,是,是,是,
