Num,UserId,Subject IDs,Subject Name,Time,Duration,Source,Source Details,IP,NodeId,Node,Env_Q1,Env_Q2,Env_Q3,Env_Q4,Env_Q5,
序号,用户ID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,节点id,节点名称,1、您当前是否处于一个安静的环境？,2、您当前设备的网络环境是否稳定？,3、您是否已经退出电脑上登陆的所有可能弹窗的相关软件 ？,4、您的手机是否也保持熄屏状态，或者不在视线范围内 ？,5、您是否平放电脑，并且保持身体挺直？,
1,	732379307938418690,	783645034326138882,	纯如,	2023-12-03 10:55:18,9分42秒,WEB,直接访问,221.204.171.229,	783642167783723011,测试环境-1,是,是,是,是,是,
2,	574675236746690560,	783650598833758209,	pluto猪猪,	2023-12-03 11:15:02,7分20秒,WEB,直接访问,112.41.89.191,	783642167783723011,测试环境-1,是,是,是,是,是,
3,	644523506599460864,	783653605046624257,	夜雨蔚蓝,	2023-12-03 11:33:12,13分32秒,WEB,直接访问,182.125.96.48,	783642167783723011,测试环境-1,是,是,是,是,是,
4,	732578051896119298,	783655612788772866,	用户11111号,	2023-12-03 11:39:47,12分8秒,WEB,直接访问,42.49.109.88,	783642167783723011,测试环境-1,是,是,是,是,是,
5,	740167970172702721,	783658168843640834,	鸣鹤,	2023-12-03 11:47:51,10分3秒,WEB,直接访问,61.168.62.209,	783642167783723011,测试环境-1,是,是,是,是,是,
6,	697447755366268928,	783675210162507777,	小胡,	2023-12-03 13:09:47,24分16秒,WEB,直接访问,113.245.56.4,	783642167783723011,测试环境-1,是,是,是,是,是,
7,	687568214028189696,	783676607876567041,	应咏,	2023-12-03 13:01:24,10分21秒,WEB,直接访问,219.151.28.153,	783642167783723011,测试环境-1,是,是,是,是,是,
8,	631124847648309248,	783686273725505537,	xiaoxion,	2023-12-03 13:37:10,7分42秒,WEB,直接访问,36.134.84.224,	783642167783723011,测试环境-1,是,是,是,是,是,
9,	634800368890413056,	783697670584803329,	加多宝,	2023-12-03 14:33:07,18分22秒,WEB,直接访问,183.214.133.179,	783642167783723011,测试环境-1,是,是,是,是,是,
10,	767710612724912129,	783699403222425602,	用户38124,	2023-12-03 14:29:19,7分41秒,WEB,直接访问,58.253.61.41,	783642167783723011,测试环境-1,是,是,是,是,是,
11,	595218143807275008,	783704192601694209,	薄荷冰,	2023-12-03 15:02:28,21分47秒,WEB,直接访问,36.140.71.106,	783642167783723011,测试环境-1,是,是,是,是,是,
12,	765496939306553346,	783710144566534145,	用户37633,	2023-12-03 15:16:49,12分30秒,WEB,直接访问,123.101.205.104,	783642167783723011,测试环境-1,是,是,是,是,是,
13,	634030444760793088,	783713246136901634,	笙笙,	2023-12-03 15:33:02,16分22秒,WEB,直接访问,36.134.127.165,	783642167783723011,测试环境-1,是,是,是,是,是,
14,	768804353862799361,	783731005008908290,	欣欣啊,	2023-12-03 16:39:11,11分57秒,WEB,直接访问,124.15.151.9,	783642167783723011,测试环境-1,是,是,是,是,是,
15,	682886971621638144,	783742677970849794,	恰恰财神到,	2023-12-03 17:27:50,14分14秒,WEB,直接访问,111.173.207.173,	783642167783723011,测试环境-1,是,是,是,是,是,
16,	723547879209172992,	783776626440806402,	lulaoshi,	2023-12-03 19:39:40,11分10秒,WEB,直接访问,112.40.52.30,	783642167783723011,测试环境-1,是,是,是,是,是,
17,	708989653960622080,	783789037021564930,	卡布奇诺01,	2023-12-03 20:27:27,9分39秒,WEB,直接访问,103.116.121.20,	783642167783723011,测试环境-1,是,是,是,是,是,
18,	673561434503774208,	784001127955042305,	唠唠兔,	2023-12-04 10:39:04,18分28秒,WEB,直接访问,125.93.99.74,	783642167783723011,测试环境-1,是,是,是,是,是,
