USERID,被试者记录ID,被试者昵称,提交答卷时间,所用时间,来源,来源详情,IP,浏览器,操作系统,屏幕宽度,审批状态,是否一次性作答完成,
	672081135265644544,	803709909547094018,刘道衡,	2024-01-27 20:43:51.0,1小时7分36秒,WEB,直接访问,110.180.53.119,Edge,Win,1482*754,系统采纳,是,
	801783599631310849,	803749847793541122,肆柒,	2024-01-27 23:11:05.0,56分8秒,WEB,直接访问,110.187.139.120,Chrome,Win,1280*569,系统采纳,是,
	718592959586500608,	803988636893974530,醍醐,	2024-01-28 15:14:37.0,1小时10分48秒,WEB,直接访问,60.217.78.136,Edge,Win,1536*754,系统采纳,是,
	802899041120821250,	804090654421684225,用户44330,	2024-01-28 21:45:58.0,56分46秒,WEB,直接访问,114.243.143.89,Firefox,Win,1536*703,系统采纳,是,
	672909992034041856,	804094106455511041,郭咯,	2024-01-28 22:14:31.0,1小时11分36秒,WEB,直接访问,222.219.128.253,Chrome,Win,1536*703,系统采纳,是,
	790000811211104258,	804196566771699714,用户42088,	2024-01-29 04:56:45.0,1小时6分42秒,WEB,直接访问,42.243.9.172,Chrome,Win,1536*775,系统采纳,是,
	789952361161433089,	804300259043053569,照旧,	2024-01-29 11:58:29.0,1小时16分24秒,WEB,直接访问,182.150.25.201,Chrome,Win,1920*969,系统采纳,是,
	718982212988436480,	804336292774158337,26,	2024-01-29 14:21:41.0,1小时16分25秒,WEB,直接访问,211.142.17.195,Firefox,Win,1440*739,系统采纳,是,
	598901822953881600,	804343112217661441,wuyu,	2024-01-29 14:50:39.0,1小时18分18秒,WEB,直接访问,36.134.81.67,Edge,Win,1536*754,系统采纳,是,
	735455183198490626,	804346882666143746,用户31026,	2024-01-29 15:00:36.0,1小时13分15秒,WEB,直接访问,183.251.201.109,Edge,Win,1659*945,系统采纳,是,
	673239924056522752,	804349352343642114,谙雎,	2024-01-29 15:05:37.0,1小时8分28秒,WEB,直接访问,223.78.156.85,Chrome,Win,1536*719,系统采纳,是,
	572562214427295744,	804358168519118849,只打雷不下雨,	2024-01-29 15:43:47.0,1小时11分36秒,WEB,直接访问,223.104.9.159,Chrome,Win,1517*697,系统采纳,是,
	798267707752587265,	804370937612079105,就叫阿晓,	2024-01-29 16:42:09.0,1小时19分14秒,WEB,直接访问,27.226.22.30,Edge,Win,1185*645,系统采纳,是,
	798586383785664514,	804371064984576001,用户43371,	2024-01-29 16:25:47.0,1小时2分21秒,WEB,直接访问,120.230.27.150,Edge,Win,1659*945,系统采纳,是,
	598865314549071872,	804383280970600450,SDASD,	2024-01-29 17:30:10.0,1小时18分12秒,WEB,直接访问,36.139.195.35,Edge,Win,1442*750,系统采纳,是,
	763092748139237377,	804386424228155394,周慧,	2024-01-29 18:08:39.0,1小时44分10秒,WEB,直接访问,175.2.31.59,Chrome,Win,1260*750,系统采纳,是,
	798898667061911554,	804396299255549954,用户43405,	2024-01-29 18:05:11.0,1小时1分28秒,WEB,直接访问,120.230.27.150,Chrome,Win,1422*612,系统采纳,是,
	776954102012973057,	804417897194852353,望,	2024-01-29 19:42:15.0,1小时12分43秒,WEB,直接访问,106.127.72.70,Chrome,Win,1496*712,系统采纳,是,
	802285339656986625,	804431952555020289,日文,	2024-01-29 20:40:20.0,1小时14分57秒,WEB,直接访问,211.90.89.74,Chrome,Win,1661*787,系统采纳,是,
	634653479763181568,	804443252727095297,一叶,	2024-01-29 21:28:56.0,1小时18分39秒,WEB,直接访问,42.180.52.65,Chrome,Win,1536*738,系统采纳,是,
	781449352643350529,	804447025478377474,用户40486,	2024-01-29 22:03:46.0,1小时38分29秒,WEB,直接访问,117.151.96.253,Chrome,Win,1274*586,系统采纳,是,
	677293882131611648,	804455607070498818,小林子,	2024-01-29 22:46:06.0,1小时41分49秒,WEB,直接访问,115.150.56.114,Chrome,Win,1366*607,系统采纳,否,
	688788853804236800,	804462269034663937,cccs,	2024-01-29 23:00:43.0,1小时34分52秒,WEB,直接访问,112.114.43.60,Chrome,Win,1274*576,系统采纳,是,
	793060622811144193,	804476021322686466,柯炫,	2024-01-29 23:22:11.0,1小时1分41秒,WEB,直接访问,58.144.198.67,Chrome,Win,1280*657,系统采纳,是,
