"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","trap1","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","subj_idx","friend_name","ParticipantID","value","success","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","timeout","failed_images","failed_audio","failed_video","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","identity","Image","word","condition","task_id","screen_id","time_stamp","version_attrib","version_target","IAT","RT","varname","summary","version_attrib2","version_target2","question_order","correct_answer","trap1_item"
"2685","
   <p><div style = ""color: white;font-size:25px;"">您好，欢迎参加本次实验。</div> </p>
   <p><div style = ""color: white;font-size:25px;"">为充分保障您的权利，请确保您已经知晓并同意《参与实验同意书》以及《数据公开知情同意书》。</div></p>
   <p><div style = ""color: white;font-size:25px;"">如果您未见过上述内容，请咨询实验员。</div></p>
   <p><div style = ""color: white;font-size:25px;"">如果您选择继续实验，则表示您已经清楚两份知情同意书的内容并同意。</div></p>
   <p><div style = ""color: pink;font-size:30px;"">请确保您记得day0的实验编号，您将在本次实验输入该编号，若您忘记，请咨询实验员后作答。</div></p>
   <p><div style = ""color: lightblue;font-size:25px;"">请您尽可能认真地作答，我们将依据您在各问卷和按键任务中的作答质量发放报酬。</div></p>
   <p> <div style = ""color: green;font-size:25px;""><按空格键至下页></div> </p>
   "," ","html-keyboard-response","0","2688","0.0-0.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","call-function","1","2690","0.0-1.0-0.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11069","","{""friend_name"":""吴"",""ParticipantID"":""171""}","survey-html-form","2","13761","0.0-1.0-1.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","fullscreen","3","21737","0.0-2.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","true","{}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30025.20000000298","","{""Q01"":""3"",""Q02"":""3"",""Q03"":""3"",""Q04"":""3"",""Q05"":""3"",""Q06"":""3"",""Q07"":""3"",""Q08"":""3"",""Q09"":""3"",""Q10"":""4""}","survey-template","4","51765","0.0-3.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","{""Q01"":""3"",""Q02"":""3"",""Q03"":""3"",""Q04"":""3"",""Q05"":""3"",""Q06"":""3"",""Q07"":""3"",""Q08"":""3"",""Q09"":""3"",""Q10"":""4""}","[0,1,2,3,4,5,6,7,8,9]","[""Q01"",""Q01"",""Q02"",""Q02"",""Q02"",""Q03"",""Q04"",""Q05"",""Q06"",""Q07"",""Q08"",""Q09"",""Q10""]","[7770.70000000298,12722.79999999702,14551.59999999404,15600.29999999702,17401.70000000298,19125.5,21586.29999999702,23243.29999999702,24217.70000000298,25425.59999999404,27143.39999999106,27960.89999999106,29249.59999999404]","[]","[7770.70000000298,12722.79999999702,14551.59999999404,15600.29999999702,17401.70000000298,18272,19125.5,21586.29999999702,23243.29999999702,24217.70000000298,25425.59999999404,27143.39999999106,27960.89999999106,29249.59999999404,30023.20000000298]","0.5","0.6666666666666666","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27809.5","","{""Q01"":""3"",""Q02"":""4"",""Q03"":""4"",""Q04"":""3"",""Q05"":""2"",""Q06"":""3"",""Q07"":""3"",""Q08"":""3"",""Q09"":""4"",""Q10"":""4""}","survey-template","5","79584","0.0-4.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","{""Q01"":""3"",""Q02"":""4"",""Q03"":""4"",""Q04"":""3"",""Q05"":""2"",""Q06"":""3"",""Q07"":""3"",""Q08"":""3"",""Q09"":""4"",""Q10"":""4""}","[0,1,2,3,4,5,6,7,8,9]","[""Q01"",""Q02"",""Q03"",""Q04"",""Q05"",""Q06"",""Q07"",""Q08"",""Q09"",""Q10""]","[4848.800000011921,6334.9000000059605,10610.60000000894,13330.800000011921,17276.5,18927.70000000298,20613.20000000298,23053.30000001192,26104,27079.90000000596]","[]","[4848.800000011921,6334.9000000059605,10610.60000000894,13330.800000011921,17276.5,18927.70000000298,20613.20000000298,23053.30000001192,24605.40000000596,26104,27079.90000000596,27807.5]","0.5","0.5555555555555556","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","preload","6","79969","0.0-5.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","true","","","","","","","","","","","false","[]","[]","[]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17237","","","instructions","7","97207","0.0-6.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":17236}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"30655","","","instructions","8","127864","0.0-7.0-0.0-0.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","","","","","","","","","","","","","","[{""page_index"":0,""viewing_time"":18418},{""page_index"":1,""viewing_time"":10673},{""page_index"":2,""viewing_time"":1564}]","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","null","psychophysics","9","130073","0.0-7.0-0.0-1.0-0.0-0.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","null","","","","","","","","","","","","","","key","null","16.66717557251904","735","456","f","false","nonmatch","img/hexagon.png","椭圆","六边","ALT1_1","prac_ALT1_1","","","","","","","","","","","",""
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","10","130576","0.0-7.0-0.0-1.0-0.0-1.0","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","",""
"933","","f","psychophysics","11","132513","0.0-7.0-0.0-1.0-0.0-0.1","3","3","3","3","3","3","3","3","3","4","3","4","4","3","2","3","3","3","4","4","4","4","3","2","4","4","3","2","2","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","3","2","2","2","4","1","2","2","3","2","1","745755632388542465","吴","171","","","","nonmatch","","","","","","","","","","","","","","key","f","16.66608695652179","735","456","f","true","nonmatch","img/triangle.png","菱形","三角","ALT1_1","prac_ALT1_1","","","","","","","","","","","",""
